Artist,Title,Price,Low Estimate,High Estimate,Signature,Dummy Signature,Height,Width,Depth,Edition,Year Created,Medium,Medium_new,Medium_Method_Category,Auction Lot,Auction Date,Auction Year,Auction House
Yuanzhen Du,PINK FANTASY,10370,3757,6760,Signed and Dated,1,80,60.5,,,1996,Acrylic / Canvas,Painting,Acrylic,4587,6/04/2019,2019,Poly International Auction Co.
Changan Peng,SPRING AGAIN,328410,270540,360720,Unavailable,0,80,60,,,2015,Oil / Canvas,Painting,Oil,4588,6/04/2019,2019,Poly International Auction Co.
Fang Feng,THE BEGINNING OF SPRING,34570,18040,27050,Unavailable,0,122,170,,,2013,Oil / Canvas,Painting,Oil,4589,6/04/2019,2019,Poly International Auction Co.
Mao Lin,IN THE VALLEY,69140,45090,52610,Signed and Dated,1,40,60,,,2018,Oil / Canvas,Painting,Oil,4590,6/04/2019,2019,Poly International Auction Co.
Yiwen Tang,RETURN OF GRAZING STOCK,82970,45090,60120,Signed and Dated,1,65.7,92,,,2016,Oil / Canvas,Painting,Oil,4591,6/04/2019,2019,Poly International Auction Co.
Zhang Maxime,UNTITLED,65680,37580,52610,Signed,1,100,130,,,2015,Oil / Canvas,Painting,Oil,4592,6/04/2019,2019,Poly International Auction Co.
Zikai Feng,Silkworm Breeding,65680,30060,45090,Unavailable,0,35,27,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2801,6/04/2019,2019,Poly International Auction Co.
Zikai Feng,Lady on the Balcony,86420,37580,52610,Unavailable,0,68,30,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2802,6/04/2019,2019,Poly International Auction Co.
Zikai Feng,Master Hong Yi,103710,37580,52610,Unavailable,0,59,35,,,N/A,Ink / Paper,Works on Paper,Ink,2803,6/04/2019,2019,Poly International Auction Co.
Zikai Feng,Calligraphy in running script,32840,22550,30060,Unavailable,0,17.5,69,,,1973,Ink / Paper,Works on Paper,Ink,2804,6/04/2019,2019,Poly International Auction Co.
Zikai Feng,Calligraphy in running script,25930,22550,30060,Unavailable,0,17.5,69,,,1973,Ink / Paper,Works on Paper,Ink,2805,6/04/2019,2019,Poly International Auction Co.
Zikai Feng,Screens of four seasons,674100,300600,450900,,0,,,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2806,6/04/2019,2019,Poly International Auction Co.
Zikai Feng,Sweeping the leaves,20740,18040,22550,Unavailable,0,32,24,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2807,6/04/2019,2019,Poly International Auction Co.
Yi Hong,Calligraphy in running script,107160,45090,75150,Unavailable,0,64,31,,,N/A,Ink / Paper,Works on Paper,Ink,2808,6/04/2019,2019,Poly International Auction Co.
Keran Li,Herding cattle,95060,45090,75150,Unavailable,0,69,45,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2809,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Aquatic animals;Calligraphy,224700,120240,180360,,0,,,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2810,6/04/2019,2019,Poly International Auction Co.
Zikai Feng,Drunk man,-not sold-,18040,30060,Unavailable,0,36,29,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2811,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,Horse under a tree,311120,225450,270540,Unavailable,0,132,38,,,1936,Watercolor and ink / Paper,Works on Paper,Watercolor,2812,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,Cat on a rock,250630,180360,225450,Unavailable,0,101,39,,,1938,Watercolor and ink / Paper,Works on Paper,Watercolor,2813,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,Twin pinetrees,362970,270540,330660,Unavailable,0,136,67,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2814,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Persimmon,95060,75150,120240,Unavailable,0,51,23,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2815,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Dragonfly and lotus,159020,87170,120240,Unavailable,0,34,100,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2816,6/04/2019,2019,Poly International Auction Co.
Binhong Huang,Boating,1002500,480960,631260,Unavailable,0,113,47,,,1946,Watercolor and ink / Paper,Works on Paper,Watercolor,2817,6/04/2019,2019,Poly International Auction Co.
Binhong Huang,Reading aside the Lake,466680,270540,330660,Unavailable,0,70,33,,,1949,Watercolor and ink / Paper,Works on Paper,Watercolor,2818,6/04/2019,2019,Poly International Auction Co.
Binhong Huang,Landscape,345690,240480,300600,Unavailable,0,89,35,,,1951,Watercolor and ink / Paper,Works on Paper,Watercolor,2819,6/04/2019,2019,Poly International Auction Co.
Yanshao Lu,Scroll of Landscapes,-not sold-,180360,270540,,0,,,,,N/A,Oil / Canvas,Painting,Oil,2820,6/04/2019,2019,Poly International Auction Co.
Hufan Wu,Scroll of landscape,241980,180360,225450,Unavailable,0,,,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2821,6/04/2019,2019,Poly International Auction Co.
BaoShi Fu,Autumn scenery,1728450,601200,901800,Unavailable,0,133.4,33.3,,,1945,Watercolor and ink / Paper,Works on Paper,Watercolor,2822,6/04/2019,2019,Poly International Auction Co.
Zhiliu Xie,Album of Landscape and Florae,255810,120240,180360,,0,,,,,1979,Watercolor and ink / Paper,Works on Paper,Watercolor,2823,6/04/2019,2019,Poly International Auction Co.
Changshuo Wu,Orchid and Grapefruit,259270,180360,225450,Unavailable,0,122,46.5,,,1890,Watercolor and ink / Paper,Works on Paper,Watercolor,2824,6/04/2019,2019,Poly International Auction Co.
Changshuo Wu,Three friends in winter,250630,120240,180360,,0,,,,,1918,Ink / Paper,Works on Paper,Ink,2825,6/04/2019,2019,Poly International Auction Co.
Changshuo Wu,Pinetree and plum,233340,150300,195390,,0,,,,,1914,Watercolor and ink / Paper,Works on Paper,Watercolor,2826,6/04/2019,2019,Poly International Auction Co.
Changshuo Wu,Scholar Decoration,224700,180360,225450,Signed and Dated,1,94,43,,,1923,Watercolor and ink / Paper,Works on Paper,Watercolor,2827,6/04/2019,2019,Poly International Auction Co.
Wu Changshuo & He Yu,Four screens of landscape and florae,259270,225450,270540,,0,,,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2828,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,Standin horse,-not sold-,270540,330660,Unavailable,0,83,50,,,1940,Ink / Paper,Works on Paper,Ink,2829,6/04/2019,2019,Poly International Auction Co.
Liang Guan,Chinese opera,103710,75150,90180,Unavailable,0,137,68,,,1977,Watercolor and ink / Paper,Works on Paper,Watercolor,2830,6/04/2019,2019,Poly International Auction Co.
Danzhai Liu,Seven Scholars in Banboo Forest,362970,180360,270540,Unavailable,0,159,153,,,1979,Watercolor and ink / Paper,Works on Paper,Watercolor,2831,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,Album of landscapes after shi tao,-not sold-,526050,676350,,0,,,,,N/A,Ink / Paper,Works on Paper,Ink,2832,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,Autumn Clouds in Mount Shu,414830,240480,330660,Unavailable,0,92,46,,,1938,Watercolor and ink / Paper,Works on Paper,Watercolor,2833,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,Landscape inspired by du fu’s poem,1555610,1052100,1352700,,0,,,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2834,6/04/2019,2019,Poly International Auction Co.
Liang Guan,Lady in the Red,950650,330660,375750,Unavailable,0,94.5,49.5,,,1934,Watercolor and ink / Paper,Works on Paper,Watercolor,2835,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,Splashed-ink landscape,518540,225450,270540,Unavailable,0,64,126,,,1975,Ink / Paper,Works on Paper,Ink,2836,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,San Qing Pavilion,293840,180360,270540,Unavailable,0,114,56,,,1945,Watercolor and ink / Paper,Works on Paper,Watercolor,2838,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,Cloudy Mountains,1728450,1202400,1503000,Unavailable,0,68.8,136.5,,,1979,Watercolor and ink / Paper,Works on Paper,Watercolor,2839,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,Splash-colored Landscape,-not sold-,901800,1052100,Unavailable,0,103,50.7,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2840,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,Temple in the morning,4580390,1803600,2254500,Unavailable,0,193,101,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2841,6/04/2019,2019,Poly International Auction Co.
Fengmian Lin,Flower in the vase,276550,180360,225450,Unavailable,0,65,67,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2842,6/04/2019,2019,Poly International Auction Co.
Fengmian Lin,Flower in the vase,259270,225450,270540,Unavailable,0,66,63,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2843,6/04/2019,2019,Poly International Auction Co.
Fengmian Lin,Twilight,-not sold-,135270,165330,Unavailable,0,47,68,,,1973,Watercolor and ink / Paper,Works on Paper,Watercolor,2844,6/04/2019,2019,Poly International Auction Co.
Fengmian Lin,Chinese opera figure,604960,450900,601200,Unavailable,0,67.3,67.3,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2845,6/04/2019,2019,Poly International Auction Co.
Fengmian Lin,Beauty Playing Pipa,345690,180360,300600,Unavailable,0,68,68,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2846,6/04/2019,2019,Poly International Auction Co.
Guanzhong Wu,Fishes,380260,120240,180360,Signed and Dated,1,49,61,,,1988,Watercolor and ink / Paper,Works on Paper,Watercolor,2847,6/04/2019,2019,Poly International Auction Co.
Guanzhong Wu,Wuyi Mountain Village,656810,300600,450900,Unavailable,0,68,92.3,,,1978,Watercolor and ink / Paper,Works on Paper,Watercolor,2848,6/04/2019,2019,Poly International Auction Co.
Guanzhong Wu,Tree and cattles,2592680,2254500,2705400,Unavailable,0,69,83,,,1978,Watercolor and ink / Paper,Works on Paper,Watercolor,2849,6/04/2019,2019,Poly International Auction Co.
Guanzhong Wu,Ducks and lotus,190130,45090,75150,Unavailable,0,34,46,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2850,6/04/2019,2019,Poly International Auction Co.
Guanzhong Wu,Mount Shu Scenery,656810,571140,721440,Unavailable,0,67,131,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2852,6/04/2019,2019,Poly International Auction Co.
Fei'an Yu,Dove; calligraphy,112350,90180,120240,Unavailable,0,14.5,40,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2854,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Sweet osmanthus and rabbits,501250,300600,390780,Unavailable,0,91,34,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2855,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Bodhidharma;bamboo shoots,207410,180360,225450,,0,,,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2856,6/04/2019,2019,Poly International Auction Co.
Fei'an Yu,Magpie and bamboo,380260,180360,270540,Unavailable,0,100,55,,,N/A,Ink / Paper,Works on Paper,Ink,2857,6/04/2019,2019,Poly International Auction Co.
Fei'an Yu,Birds on a branch,345690,270540,330660,Unavailable,0,85,53,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2858,6/04/2019,2019,Poly International Auction Co.
Kuiling Liu,Peacocks,449400,270540,360720,Unavailable,0,165,64,,,1930,Watercolor and ink / Paper,Works on Paper,Watercolor,2859,6/04/2019,2019,Poly International Auction Co.
Ru Pu,KWAN-YIN,103710,52610,97700,Unavailable,0,57,30,,,N/A,Ink / Paper,Works on Paper,Ink,2860,6/04/2019,2019,Poly International Auction Co.
Ru Pu,Trust to Luck,152100,57110,72140,Unavailable,0,47,30.5,,,N/A,Ink / Paper,Works on Paper,Ink,2861,6/04/2019,2019,Poly International Auction Co.
Ru Pu,Landscape inspired by the poem,134820,45090,60120,Unavailable,0,30,56,,,1962,Watercolor and ink / Paper,Works on Paper,Watercolor,2862,6/04/2019,2019,Poly International Auction Co.
Ru Pu,Album of landscape,-not sold-,150300,270540,,0,,,,,1952,Watercolor and ink / Paper,Works on Paper,Watercolor,2863,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,Ape aside the Waterfall,1037070,571140,721440,Unavailable,0,147.5,50,,,1939,Watercolor and ink / Paper,Works on Paper,Watercolor,2864,6/04/2019,2019,Poly International Auction Co.
Ru Pu,Horse and calligraphy couplet,406190,97700,120240,,0,,,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2865,6/04/2019,2019,Poly International Auction Co.
Kuchan Li,Lotus Pond,276550,97700,120240,Unavailable,0,178,96,,,1932,Ink / Paper,Works on Paper,Ink,2866,6/04/2019,2019,Poly International Auction Co.
Keran Li,Herding cattle,129630,60120,90180,Unavailable,0,68,47,,,1985,Watercolor and ink / Paper,Works on Paper,Watercolor,2867,6/04/2019,2019,Poly International Auction Co.
Keran Li,Summer Palace,259270,225450,270540,Unavailable,0,52,44.5,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2868,6/04/2019,2019,Poly International Auction Co.
Zhou Huang,Beauty in bamboo forest,207410,180360,225450,Unavailable,0,96,59,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2869,6/04/2019,2019,Poly International Auction Co.
Zhou Huang,Character,207410,75150,120240,Unavailable,0,102,68,,,1976,Watercolor and ink / Paper,Works on Paper,Watercolor,2870,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Towel gourd,112350,90180,150300,Unavailable,0,133,30,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2872,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Pumpkin,622240,300600,450900,Unavailable,0,163.5,42.5,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2873,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Hen and Chicks,950650,751500,901800,Unavailable,0,110,62.5,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2874,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,Bamboo and Rooster,846940,571140,721440,Unavailable,0,102,51,,,1941,Watercolor and ink / Paper,Works on Paper,Watercolor,2875,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,Standin horse,1123490,976950,1127250,,0,,,,,1936,Watercolor and ink / Paper,Works on Paper,Watercolor,2876,6/04/2019,2019,Poly International Auction Co.
Kuchan Li,Twin eagles,207410,180360,225450,Unavailable,0,159,87,,,1977,Watercolor and ink / Paper,Works on Paper,Watercolor,2877,6/04/2019,2019,Poly International Auction Co.
Ruzhuo Cui,Flying Snow Tells Spring’s Return,6568110,n/a,n/a,Unavailable,0,145,370,,,2013,Watercolor and ink / Paper,Works on Paper,Watercolor,2878,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Frog,449400,270540,375750,Unavailable,0,68,33.6,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2879,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,Three ducks,855580,721440,871740,Unavailable,0,109.5,35,,,1940,Watercolor and ink / Paper,Works on Paper,Watercolor,2880,6/04/2019,2019,Poly International Auction Co.
Fei'an Yu,Four Magpies,518540,390780,526050,Unavailable,0,131,34,,,1936,Watercolor and ink / Paper,Works on Paper,Watercolor,2881,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Twin Magpies,423470,248000,300600,Unavailable,0,137,34,,,1937,Watercolor and ink / Paper,Works on Paper,Watercolor,2882,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Plum Blossom and Magpie,1037070,901800,1202400,Unavailable,0,165,43,,,1937,Watercolor and ink / Paper,Works on Paper,Watercolor,2883,6/04/2019,2019,Poly International Auction Co.
BaoShi Fu,Visiting Friend in Mountains,691380,601200,751500,Unavailable,0,110,46,,,1936,Watercolor and ink / Paper,Works on Paper,Watercolor,2884,6/04/2019,2019,Poly International Auction Co.
BaoShi Fu,Landscape,1071640,976950,1277550,Unavailable,0,89.5,57,,,1942,Watercolor and ink / Paper,Works on Paper,Watercolor,2885,6/04/2019,2019,Poly International Auction Co.
BaoShi Fu,Pinetree and Fountain,2592680,2254500,3757500,Unavailable,0,105.5,43.5,,,1943,Watercolor and ink / Paper,Works on Paper,Watercolor,2887,6/04/2019,2019,Poly International Auction Co.
Binhong Huang,Landscape,-not sold-,601200,751500,Unavailable,0,122.5,39.5,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2888,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,Landscape,-not sold-,n/a,n/a,Unavailable,0,102.5,383.5,,,1966,Watercolor and ink / Paper,Works on Paper,Watercolor,2889,6/04/2019,2019,Poly International Auction Co.
Keran Li,Cloudy mountains,1045710,526050,751500,Unavailable,0,92,54.9,,,1989,Ink / Paper,Works on Paper,Ink,2890,6/04/2019,2019,Poly International Auction Co.
Keran Li,River II,933360,721440,871740,Unavailable,0,84,49,,,1963,Watercolor and ink / Paper,Works on Paper,Watercolor,2891,6/04/2019,2019,Poly International Auction Co.
TianShou Pan,Waterfall and Pinetree,3940870,2254500,3006000,Unavailable,0,99,62,,,1944,Watercolor and ink / Paper,Works on Paper,Watercolor,2892,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Sailing Ships,1037070,901800,1202400,Unavailable,0,132.5,62.5,,,N/A,Ink / Paper,Works on Paper,Ink,2893,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Peony,518540,450900,601200,Unavailable,0,135,33,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2894,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Drunk man,-not sold-,345690,420840,Unavailable,0,95,34,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2895,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,Eagle,-not sold-,420840,571140,Unavailable,0,146,52,,,1943,Watercolor and ink / Paper,Works on Paper,Watercolor,2896,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,The Lion,3024790,1803600,2254500,Unavailable,0,105,60,,,1943,Watercolor and ink / Paper,Works on Paper,Watercolor,2898,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,Legeng of the Three,3370480,3006000,3757500,Unavailable,0,81.6,50,,,1930,Watercolor and ink / Paper,Works on Paper,Watercolor,2899,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,Collecting Nyingchi,-not sold-,1503000,1953900,Unavailable,0,110,68,,,1948,Ink / Paper,Works on Paper,Ink,2900,6/04/2019,2019,Poly International Auction Co.
Changshuo Wu,Tree Peony,1123490,450900,751500,Unavailable,0,152,82,,,1917,Watercolor and ink / Paper,Works on Paper,Watercolor,2901,6/04/2019,2019,Poly International Auction Co.
Changshuo Wu,Flora and Rocks,483970,240480,390780,Unavailable,0,136,68.5,,,1912,Watercolor and ink / Paper,Works on Paper,Watercolor,2902,6/04/2019,2019,Poly International Auction Co.
Changshuo Wu,Bamboo and Stone in Wind,483970,225450,375750,Unavailable,0,139.3,68.5,,,1918,Ink / Paper,Works on Paper,Ink,2903,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,Strange Pines on Mount Huang,8642250,n/a,n/a,,0,,,,,1962,Watercolor and ink / Paper,Works on Paper,Watercolor,2904,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,The Palace of Longecity,4753240,3757500,5260500,Unavailable,0,113,62,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2905,6/04/2019,2019,Poly International Auction Co.
Daqian Zhang,Drunk dancing after gu kauai,6395270,4208400,4809600,Unavailable,0,125,60,,,1947,Watercolor and ink / Paper,Works on Paper,Watercolor,2906,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Peony fan leaf,55310,3006,6010,,0,52,18.5,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2301,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Crab and Shrimps mounted,43210,3006,6010,,0,41,46,,,N/A,Ink / Paper,Works on Paper,Ink,2302,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Wistaria; Calligraphy hanging scroll,51850,3006,6010,,0,61,19.5,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2304,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Flora hanging scroll,134820,3006,6010,,0,84,67.5,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2305,6/04/2019,2019,Poly International Auction Co.
Baishi Qi,Frogs hanging scroll,51850,3006,6010,,0,67.5,33.5,,,N/A,Ink / Paper,Works on Paper,Ink,2306,6/04/2019,2019,Poly International Auction Co.
Beihong Xu,Cat and Rock mounted,57040,3006,6010,,0,24.5,48,,,1948,Watercolor and ink / Paper,Works on Paper,Watercolor,2307,6/04/2019,2019,Poly International Auction Co.
Changshuo Wu,Chrysanthemum hanging scroll,16420,3006,6010,,0,23,33,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2308,6/04/2019,2019,Poly International Auction Co.
Changshuo Wu,Landscape mounted,29380,3006,6010,,0,25,33,,,N/A,Ink / Paper,Works on Paper,Ink,2309,6/04/2019,2019,Poly International Auction Co.
Binhong Huang,Plum Blossom hanging scroll,20740,3006,4509,,0,,,,,N/A,Ink / Paper,Works on Paper,Ink,2310,6/04/2019,2019,Poly International Auction Co.
Changshuo Wu,Plum Blossom hanging scroll,5190,3006,6010,,0,129,33,,,1914,Ink / Paper,Works on Paper,Ink,2311,6/04/2019,2019,Poly International Auction Co.
Changshuo Wu,Plum Blossom hanging scroll,20740,3006,6010,,0,137,33,,,N/A,Watercolor and ink / Paper,Works on Paper,Watercolor,2312,6/04/2019,2019,Poly International Auction Co.
