Artist,Title,Price,Low Estimate,High Estimate,Signature,Signed?,Height,Width,Depth,Edition,Year Created,Medium,Auction Lot,Auction Date,Auction Year,Auction House,
Shouping Yun,Untitled,-not sold-,57110,87170,Artist's Seal,1,96,32,,,N/A,Watercolor and ink / Paper,672,8/24/2019,2019,Poly International Auction Co.,
Xu Song,Untitled,48400,42080,57110,Artist's Seal,1,121,32,,,N/A,Watercolor and ink / Paper,673,8/24/2019,2019,Poly International Auction Co.,
Qi Gai,Untitled (4),17280,15030,30060,Artist's Seal,1,,,,,N/A,Watercolor and ink / Paper,674,8/24/2019,2019,Poly International Auction Co.,
Zhenlin Shen,Untitled (4),15560,12020,15030,Unavailable,0,,,,,N/A,Watercolor and ink / Paper,675,8/24/2019,2019,Poly International Auction Co.,
Huancheng Lv,Untitled (4),12960,9020,12020,Unavailable,0,,,,,N/A,Watercolor and ink / Paper,678,8/24/2019,2019,Poly International Auction Co.,
Zhai Jichang,Untitled (4),13830,12020,22550,Artist's Seal,1,,,,,N/A,Watercolor and ink / Paper,679,8/24/2019,2019,Poly International Auction Co.,
Xuehao Wang,Untitled (4),-not sold-,39080,54110,Artist's Seal,1,,,,,N/A,Watercolor and ink / Paper,680,8/24/2019,2019,Poly International Auction Co.,
Pu Hua,Untitled,60500,52610,67640,Artist's Seal,1,147,79,,,N/A,Watercolor and ink / Paper,681,8/24/2019,2019,Poly International Auction Co.,
Tianqiu Zhou,Untitled (3),13830,12020,18040,Artist's Seal,1,,,,,N/A,Ink / Paper,682,8/24/2019,2019,Poly International Auction Co.,
Zhimian Zhou,Untitled,-not sold-,52610,82670,Artist's Seal,1,105,29,,,N/A,Ink / Paper,687,8/24/2019,2019,Poly International Auction Co.,
Zhishen Zhuang,Untitled,-not sold-,22550,37580,Artist's Seal,1,31,550,,,N/A,Ink / Paper,690,8/24/2019,2019,Poly International Auction Co.,
Zhishen Zhuang,Untitled (2),31110,27050,42080,Artist's Seal,1,,,,,N/A,Ink / Paper,691,8/24/2019,2019,Poly International Auction Co.,
Emperor Qianlong,Untitled,15560,13530,27050,Artist's Seal,1,30,245,,,N/A,Watercolor and ink / Paper,694,8/24/2019,2019,Poly International Auction Co.,
Liying Jin,Untitled,1728,1503,3006,Artist's Seal,1,32,212,,,N/A,Ink / Paper,695,8/24/2019,2019,Poly International Auction Co.,
Dezhi Lu,Untitled,-not sold-,18040,27050,Artist's Seal,1,30,130,,,N/A,Ink / Paper,696,8/24/2019,2019,Poly International Auction Co.,
Bosengyuan Huang,Untitled,-not sold-,3006,4509,Artist's Seal,1,116,27,,,N/A,Ink / Paper,698,8/24/2019,2019,Poly International Auction Co.,
Wang Renwen,Untitled,-not sold-,1503,3006,Unavailable,0,13,44,,,N/A,Ink / Paper,699,8/24/2019,2019,Poly International Auction Co.,
WenZhi Wang,Untitled,-not sold-,22550,37580,Artist's Seal,1,164,64,,,N/A,Ink / Paper,704,8/24/2019,2019,Poly International Auction Co.,
Yanliu Shang,Untitled,-not sold-,7520,12020,Artist's Seal,1,,,,,N/A,Ink / Paper,705,8/24/2019,2019,Poly International Auction Co.,
Tingji Zhang,Untitled,-not sold-,22550,37580,Artist's Seal,1,200,54,,,N/A,Ink / Paper,707,8/24/2019,2019,Poly International Auction Co.,
Guofan Zeng,Untitled (2),51850,45090,75150,Artist's Seal,1,,,,,N/A,Watercolor and ink / Paper,708,8/24/2019,2019,Poly International Auction Co.,
Wang Jiu,Untitled (4),-not sold-,7520,12020,Artist's Seal,1,,,,,N/A,Ink / Paper,712,8/24/2019,2019,Poly International Auction Co.,
Zhiqian Zhao,Untitled (9),51850,45090,60120,Artist's Seal,1,,,,,N/A,Ink / Paper,715,8/24/2019,2019,Poly International Auction Co.,
Dacheng Wu,Untitled (12),-not sold-,9020,12020,Artist's Seal,1,,,,,N/A,Ink / Paper,716,8/24/2019,2019,Poly International Auction Co.,
Zhu Ling,Untitled (12),6910,6010,9020,Artist's Seal,1,,,,,N/A,Ink / Paper,718,8/24/2019,2019,Poly International Auction Co.,
Yigui Zhou,Untitled,-not sold-,60120,75150,Artist's Seal,1,28,35,,,N/A,Ink / Paper,719,8/24/2019,2019,Poly International Auction Co.,
Yuan Wei,Untitled (12),-not sold-,12020,22550,Artist's Seal,1,,,,,N/A,Ink / Paper,721,8/24/2019,2019,Poly International Auction Co.,
Ruitu Zhang,Untitled (8),13830,12020,22550,Artist's Seal,1,,,,,N/A,Ink / Paper,723,8/24/2019,2019,Poly International Auction Co.,
Ren Xiong,Untitled (10),31110,27050,42080,Unavailable,0,,,,,N/A,Watercolor and ink / Paper,726,8/24/2019,2019,Poly International Auction Co.,
Gongyu Ma,Untitled,-not sold-,3006,4509,Artist's Seal,1,126,30,,,N/A,Ink / Paper,728,8/24/2019,2019,Poly International Auction Co.,
Xi Zeng,Untitled,-not sold-,6010,9020,Artist's Seal,1,129,65,,,N/A,Ink / Paper,729,8/24/2019,2019,Poly International Auction Co.,
Bolu Song,Untitled,-not sold-,4509,7520,Artist's Seal,1,162,33,,,N/A,Ink / Paper,730,8/24/2019,2019,Poly International Auction Co.,
ZhengYu Luo,Untitled,-not sold-,18040,27050,Artist's Seal,1,119,45,,,N/A,Ink / Paper,731,8/24/2019,2019,Poly International Auction Co.,
Yuan Ruan,Untitled,-not sold-,2254,3757,Artist's Seal,1,90,32,,,N/A,Ink / Paper,732,8/24/2019,2019,Poly International Auction Co.,
Deqian Shen,Untitled,-not sold-,2254,3757,Artist's Seal,1,114,33,,,N/A,Ink / Paper,733,8/24/2019,2019,Poly International Auction Co.,
Lu Runxiang,Untitled,-not sold-,6010,9020,Artist's Seal,1,127,56,,,N/A,Ink / Paper,734,8/24/2019,2019,Poly International Auction Co.,
Tongshu Liang,Untitled,-not sold-,2254,3757,Artist's Seal,1,36,20,,,N/A,Ink / Paper,735,8/24/2019,2019,Poly International Auction Co.,
Ning Mian,Untitled,-not sold-,3006,4509,Artist's Seal,1,81,33,,,N/A,Ink / Paper,736,8/24/2019,2019,Poly International Auction Co.,
Zexu Lin,Untitled,10370,9020,12020,Artist's Seal,1,122,54,,,N/A,Ink / Paper,737,8/24/2019,2019,Poly International Auction Co.,
Shixiong Jin,Untitled,-not sold-,9020,12020,Artist's Seal,1,131,40,,,N/A,Ink / Paper,738,8/24/2019,2019,Poly International Auction Co.,
Youdun Wang,Untitled,-not sold-,3006,4509,Artist's Seal,1,101,44,,,N/A,Ink / Paper,739,8/24/2019,2019,Poly International Auction Co.,
Yao Yuanzhi,Untitled,-not sold-,3006,4509,Artist's Seal,1,112,63,,,N/A,Ink / Paper,740,8/24/2019,2019,Poly International Auction Co.,
Shunshui Zhu,Untitled,-not sold-,6010,9020,Artist's Seal,1,107,33,,,N/A,Ink / Paper,745,8/24/2019,2019,Poly International Auction Co.,
Yinmo Shen,Untitled,8640,7520,12020,Artist's Seal,1,88,31,,,N/A,Ink / Paper,749,8/24/2019,2019,Poly International Auction Co.,
Nong Jin,Untitled,-not sold-,2254,3757,Artist's Seal,1,34,28,,,N/A,Ink / Paper,756,8/24/2019,2019,Poly International Auction Co.,
Tonghe Weng,Untitled,-not sold-,7520,12020,Artist's Seal,1,42,80,,,N/A,Ink / Paper,762,8/24/2019,2019,Poly International Auction Co.,
Zhifan Zhu,Untitled,-not sold-,2254,3757,Artist's Seal,1,30,88,,,N/A,Ink / Paper,763,8/24/2019,2019,Poly International Auction Co.,
Dian Qian,Untitled,-not sold-,9020,12020,Artist's Seal,1,74,138,,,N/A,Ink / Paper,765,8/24/2019,2019,Poly International Auction Co.,
Erya Deng,Untitled,4321,2705,4208,Artist's Seal,1,126,32,,,N/A,Ink / Paper,766,8/24/2019,2019,Poly International Auction Co.,
Lu Runxiang,Untitled (2),11230,9770,12780,Artist's Seal,1,,,,,N/A,Ink / Paper,769,8/24/2019,2019,Poly International Auction Co.,
Chunlin Liu,Untitled (2),10370,9020,12020,Artist's Seal,1,,,,,N/A,Ink / Paper,770,8/24/2019,2019,Poly International Auction Co.,
Yue Huang,Untitled (2),-not sold-,4208,6010,Artist's Seal,1,,,,,N/A,Ink / Paper,771,8/24/2019,2019,Poly International Auction Co.,
Hongzhang Li,Untitled,-not sold-,42080,57110,Artist's Seal,1,,,,,N/A,Ink / Paper,772,8/24/2019,2019,Poly International Auction Co.,
Linggao Pan,Untitled (2),-not sold-,3006,4509,Artist's Seal,1,,,,,N/A,Ink / Paper,773,8/24/2019,2019,Poly International Auction Co.,
Shichang Xu,Untitled (2),3802,1503,3006,Artist's Seal,1,,,,,N/A,Ink / Paper,774,8/24/2019,2019,Poly International Auction Co.,
Qiguang Lu,Untitled (4),-not sold-,4509,7520,Artist's Seal,1,,,,,N/A,Ink / Paper,775,8/24/2019,2019,Poly International Auction Co.,
Zongtang Zuo,Untitled (2),13830,12020,18040,Artist's Seal,1,,,,,N/A,Ink / Paper,776,8/24/2019,2019,Poly International Auction Co.,
Lu Runxiang,Untitled (2),-not sold-,4509,7520,Artist's Seal,1,,,,,N/A,Ink / Paper,777,8/24/2019,2019,Poly International Auction Co.,
Xu Sangeng,Untitled (2),-not sold-,52610,82670,Artist's Seal,1,,,,,N/A,Ink / Paper,779,8/24/2019,2019,Poly International Auction Co.,
Zuyi Zhang,Untitled (2),-not sold-,5710,7520,Artist's Seal,1,,,,,N/A,Ink / Paper,780,8/24/2019,2019,Poly International Auction Co.,
Fu Yan,Untitled (2),-not sold-,3006,4509,Artist's Seal,1,,,,,N/A,Ink / Paper,782,8/24/2019,2019,Poly International Auction Co.,
Tui'an Xiao,Untitled (2),-not sold-,3006,4509,Artist's Seal,1,,,,,N/A,Ink / Paper,783,8/24/2019,2019,Poly International Auction Co.,
Du Yang,Untitled (2),-not sold-,4509,7520,Artist's Seal,1,,,,,N/A,Ink / Paper,784,8/24/2019,2019,Poly International Auction Co.,
Shiru Deng,Untitled (2),-not sold-,12020,18040,Artist's Seal,1,,,,,N/A,Ink / Paper,785,8/24/2019,2019,Poly International Auction Co.,
Diaoding Mei,Untitled (2),-not sold-,7520,12020,Artist's Seal,1,,,,,N/A,Ink / Paper,786,8/24/2019,2019,Poly International Auction Co.,
Ziyuan Huang,Untitled (4),-not sold-,4509,7520,Artist's Seal,1,,,,,N/A,Ink / Paper,788,8/24/2019,2019,Poly International Auction Co.,
Nong Jin,Untitled (2),-not sold-,27050,42080,Artist's Seal,1,,,,,N/A,Ink / Paper,789,8/24/2019,2019,Poly International Auction Co.,
Nianzeng Yi,Untitled (2),-not sold-,3006,4509,Artist's Seal,1,,,,,N/A,Ink / Paper,790,8/24/2019,2019,Poly International Auction Co.,
Tonghe Weng,Untitled (2),-not sold-,7520,12020,Artist's Seal,1,,,,,N/A,Ink / Paper,791,8/24/2019,2019,Poly International Auction Co.,
Renshou Wang,Untitled (2),1382,1202,1803,Artist's Seal,1,,,,,N/A,Ink / Paper,793,8/24/2019,2019,Poly International Auction Co.,
WenZhi Wang,Untitled (2),-not sold-,4509,7520,Artist's Seal,1,,,,,N/A,Ink / Paper,795,8/24/2019,2019,Poly International Auction Co.,
Zhishen Zhuang,Untitled (2),-not sold-,1503,3006,Artist's Seal,1,,,,,N/A,Ink / Paper,796,8/24/2019,2019,Poly International Auction Co.,
Zexu Lin,Untitled (2),31110,27050,42080,Artist's Seal,1,,,,,N/A,Ink / Paper,797,8/24/2019,2019,Poly International Auction Co.,
Yisun Yang,Untitled (2),-not sold-,3757,5260,Artist's Seal,1,,,,,N/A,Ink / Paper,798,8/24/2019,2019,Poly International Auction Co.,
Shoujing Yang,Untitled (2),-not sold-,4509,7520,Artist's Seal,1,,,,,N/A,Ink / Paper,799,8/24/2019,2019,Poly International Auction Co.,
Weng Fanggang,Untitled (2),1728,1503,3006,Artist's Seal,1,,,,,N/A,Ink / Paper,800,8/24/2019,2019,Poly International Auction Co.,
Gengyao Nian,Untitled,5190,4509,7520,Artist's Seal,1,122,29,,,N/A,Ink / Paper,801,8/24/2019,2019,Poly International Auction Co.,
Liangjun Zhang,Untitled (2),-not sold-,42080,57110,Artist's Seal,1,,,,,N/A,Ink / Paper,802,8/24/2019,2019,Poly International Auction Co.,
Shiru Deng,Untitled (2),-not sold-,7520,12020,Artist's Seal,1,,,,,N/A,Ink / Paper,803,8/24/2019,2019,Poly International Auction Co.,
Jieqi Chen,Untitled (2),2592,2254,3757,Artist's Seal,1,,,,,N/A,Ink / Paper,804,8/24/2019,2019,Poly International Auction Co.,
Lu Runxiang,Untitled (2),-not sold-,6760,9770,Artist's Seal,1,,,,,N/A,Ink / Paper,806,8/24/2019,2019,Poly International Auction Co.,
Bogang Yao,Untitled (4),-not sold-,1503,3006,Artist's Seal,1,,,,,N/A,Ink / Paper,807,8/24/2019,2019,Poly International Auction Co.,
Weizhen Wang,Untitled (4),-not sold-,5710,7520,Artist's Seal,1,,,,,N/A,Ink / Paper,809,8/24/2019,2019,Poly International Auction Co.,
Wang Fu'an,Untitled (4),-not sold-,6010,9020,Artist's Seal,1,,,,,N/A,Ink / Paper,810,8/24/2019,2019,Poly International Auction Co.,
Guofan Zeng,Untitled (2),-not sold-,9020,12020,Artist's Seal,1,,,,,N/A,Ink / Paper,811,8/24/2019,2019,Poly International Auction Co.,
Jisheng Yang,Untitled (4),25930,22550,37580,Artist's Seal,1,,,,,N/A,Ink / Paper,812,8/24/2019,2019,Poly International Auction Co.,
Zhong Ren,Untitled,60500,52610,82670,Artist's Seal,1,66,47,,,N/A,Watercolor and ink / Paper,814,8/24/2019,2019,Poly International Auction Co.,
Mi Zeng,Untitled,12100,10520,15030,Artist's Seal,1,34,32,,,N/A,Watercolor and ink / Paper,815,8/24/2019,2019,Poly International Auction Co.,
Mi Zeng,Untitled,4321,3757,5260,Artist's Seal,1,96,30,,,N/A,Ink / Paper,816,8/24/2019,2019,Poly International Auction Co.,
Chuxiong Fang,Untitled,-not sold-,30060,45090,Artist's Seal,1,97,56,,,N/A,Watercolor and ink / Paper,817,8/24/2019,2019,Poly International Auction Co.,
Peiqiu Chen,Untitled,-not sold-,22550,37580,Artist's Seal,1,73,49,,,N/A,Watercolor and ink / Paper,818,8/24/2019,2019,Poly International Auction Co.,
Tianheng Han,Untitled (2),-not sold-,1503,3006,Artist's Seal,1,,,,,N/A,Ink / Paper,819,8/24/2019,2019,Poly International Auction Co.,
Peiqiu Chen,Untitled,-not sold-,18040,27050,Artist's Seal,1,94,47,,,N/A,Watercolor and ink / Paper,820,8/24/2019,2019,Poly International Auction Co.,
Shanming Wu,Untitled,-not sold-,22550,37580,Artist's Seal,1,69,139,,,N/A,Ink / Paper,821,8/24/2019,2019,Poly International Auction Co.,
Shanming Wu,Untitled,-not sold-,7520,12020,Artist's Seal,1,68,45,,,N/A,Ink / Paper,823,8/24/2019,2019,Poly International Auction Co.,
Zifan Cui,Untitled,3456,3006,4509,Artist's Seal,1,68,50,,,N/A,Watercolor and ink / Paper,824,8/24/2019,2019,Poly International Auction Co.,
Ou Nie,Untitled,13830,12020,18040,Artist's Seal,1,34,178,,,N/A,Ink / Paper,825,8/24/2019,2019,Poly International Auction Co.,
Yansheng Zhou,Untitled,-not sold-,6010,9020,Artist's Seal,1,120,59,,,N/A,Watercolor and ink / Paper,826,8/24/2019,2019,Poly International Auction Co.,
Dengqiao Zheng,Untitled,8640,7520,12020,Unavailable,0,52,75,,,N/A,Watercolor and ink / Paper,828,8/24/2019,2019,Poly International Auction Co.,
Chen Guoyong,Untitled,5190,4509,7520,Unavailable,0,80,60,,,N/A,Ink / Paper,830,8/24/2019,2019,Poly International Auction Co.,
Bolin Huang,Untitled,1382,1202,1803,Artist's Seal,1,35,137,,,N/A,Ink / Paper,831,8/24/2019,2019,Poly International Auction Co.,
Bolin Huang,Untitled,1382,1202,1803,Artist's Seal,1,35,137,,,N/A,Ink / Paper,832,8/24/2019,2019,Poly International Auction Co.,
Jia Shi,Untitled,6910,6010,9020,Artist's Seal,1,637,136,,,N/A,Watercolor and ink / Paper,833,8/24/2019,2019,Poly International Auction Co.,
Yiwen Zhou,Untitled,51850,15030,30060,Artist's Seal,1,92,85,,,N/A,Watercolor and ink / Paper,834,8/24/2019,2019,Poly International Auction Co.,
Kuan Jia,Untitled,864,751,1202,Artist's Seal,1,17,70,,,N/A,Watercolor and ink / Paper,835,8/24/2019,2019,Poly International Auction Co.,
Kuan Jia,Untitled,864,751,1202,Artist's Seal,1,17,70,,,N/A,Watercolor and ink / Paper,836,8/24/2019,2019,Poly International Auction Co.,
Jun Fang,Untitled,5190,4509,7520,Artist's Seal,1,95,54,,,N/A,Watercolor and ink / Paper,837,8/24/2019,2019,Poly International Auction Co.,
Jinguo Li,Untitled,-not sold-,6010,9020,Unavailable,0,79,49,,,N/A,Ink / Paper,840,8/24/2019,2019,Poly International Auction Co.,
Zifan Cui,Untitled,-not sold-,1503,3006,Artist's Seal,1,68,37,,,N/A,Watercolor and ink / Paper,842,8/24/2019,2019,Poly International Auction Co.,
DaWei Liu,Untitled,-not sold-,12020,15030,Artist's Seal,1,69,68,,,N/A,Watercolor and ink / Paper,843,8/24/2019,2019,Poly International Auction Co.,
Junbo Zhang,Untitled,-not sold-,1202,1803,Artist's Seal,1,68,136,,,N/A,Ink / Paper,844,8/24/2019,2019,Poly International Auction Co.,
Yiming Wang,Untitled,-not sold-,751,1503,Artist's Seal,1,68,68,,,N/A,Watercolor and ink / Paper,845,8/24/2019,2019,Poly International Auction Co.,
Jianjun Yang,Untitled,-not sold-,300,751,Artist's Seal,1,97,59,,,N/A,Ink / Paper,846,8/24/2019,2019,Poly International Auction Co.,
Shaoqing Lv,Untitled,-not sold-,751,1503,Artist's Seal,1,70,45,,,N/A,Watercolor and ink / Paper,847,8/24/2019,2019,Poly International Auction Co.,
Dan Huang,Untitled,3456,3006,4509,Unavailable,0,135,52,,,N/A,Watercolor and ink / Paper,848,8/24/2019,2019,Poly International Auction Co.,
Chuan Pan,Untitled,-not sold-,1503,3006,Artist's Seal,1,56,66,,,N/A,Watercolor and ink / Paper,849,8/24/2019,2019,Poly International Auction Co.,
Chuan Pan,Untitled,-not sold-,1503,3006,Artist's Seal,1,60,60,,,N/A,Watercolor and ink / Paper,850,8/24/2019,2019,Poly International Auction Co.,
Zhongshi Ouyang,Untitled (2),-not sold-,7520,10520,Artist's Seal,1,,,,,N/A,Ink / Paper,851,8/24/2019,2019,Poly International Auction Co.,
Zhongshi Ouyang,Untitled,-not sold-,3757,6760,Artist's Seal,1,34,137,,,N/A,Ink / Paper,852,8/24/2019,2019,Poly International Auction Co.,
Zeng Fan,Untitled,17280,15030,22550,Artist's Seal,1,33,137,,,N/A,Ink / Paper,853,8/24/2019,2019,Poly International Auction Co.,
Zeng Fan,Untitled,-not sold-,9020,12020,Artist's Seal,1,32,71,,,N/A,Ink / Paper,854,8/24/2019,2019,Poly International Auction Co.,
Zeng Fan,Untitled,-not sold-,15030,22550,Artist's Seal,1,84,41,,,N/A,Ink / Paper,855,8/24/2019,2019,Poly International Auction Co.,
Lang Shaojun,Untitled (2),345,3006,4509,Artist's Seal,1,,,,,N/A,Ink / Paper,856,8/24/2019,2019,Poly International Auction Co.,
Zhongshi Ouyang,Untitled,2592,1503,3006,Artist's Seal,1,139,34,,,N/A,Ink / Paper,857,8/24/2019,2019,Poly International Auction Co.,
Tianheng Han,Untitled,1037,901,1202,Artist's Seal,1,88,45,,,N/A,Ink / Paper,858,8/24/2019,2019,Poly International Auction Co.,
Zongyi Rao,Untitled (2),-not sold-,3006,4509,Artist's Seal,1,,,,,N/A,Ink / Paper,859,8/24/2019,2019,Poly International Auction Co.,
Xuezhong Wang,Untitled (2),-not sold-,1202,1803,Artist's Seal,1,,,,,N/A,Ink / Paper,860,8/24/2019,2019,Poly International Auction Co.,
Tianchi Wei,Untitled,-not sold-,4208,6010,Artist's Seal,1,104,34,,,N/A,Ink / Paper,861,8/24/2019,2019,Poly International Auction Co.,
Tianchi Wei,Untitled,1728,1503,3006,Artist's Seal,1,34,136,,,N/A,Ink / Paper,863,8/24/2019,2019,Poly International Auction Co.,
Shishu Su,Untitled,-not sold-,2254,3757,Artist's Seal,1,81,199,,,N/A,Ink / Paper,864,8/24/2019,2019,Poly International Auction Co.,
Peiqiu Chen,Untitled,-not sold-,1202,1803,Artist's Seal,1,66,129,,,N/A,Ink / Paper,865,8/24/2019,2019,Poly International Auction Co.,
Zeng Xian Fang,Untitled,-not sold-,2705,4208,Artist's Seal,1,68,34,,,N/A,Ink / Paper,867,8/24/2019,2019,Poly International Auction Co.,
Min Han,Untitled,-not sold-,5260,8270,Artist's Seal,1,69,68,,,N/A,Watercolor and ink / Paper,868,8/24/2019,2019,Poly International Auction Co.,
Tianheng Han,Untitled,-not sold-,2705,4208,Artist's Seal,1,75,52,,,N/A,Ink / Paper,869,8/24/2019,2019,Poly International Auction Co.,
Yueshi Wu,Untitled,518,450,751,Artist's Seal,1,110,34,,,N/A,Watercolor and ink / Paper,873,8/24/2019,2019,Poly International Auction Co.,
Dawei Shi,Untitled,-not sold-,2705,4208,Artist's Seal,1,129,69,,,N/A,Watercolor and ink / Paper,874,8/24/2019,2019,Poly International Auction Co.,
Ruo Mei,Untitled,-not sold-,1503,3006,Artist's Seal,1,136,69,,,N/A,Watercolor and ink / Paper,876,8/24/2019,2019,Poly International Auction Co.,
Jusheng Sun,Untitled,-not sold-,3757,5260,Artist's Seal,1,68,68,,,N/A,Watercolor and ink / Paper,879,8/24/2019,2019,Poly International Auction Co.,
Bingxin Gu,Untitled,-not sold-,751,1202,Artist's Seal,1,96,57,,,N/A,Watercolor and ink / Paper,881,8/24/2019,2019,Poly International Auction Co.,
Changgu Zhou,Untitled,-not sold-,15030,22550,Artist's Seal,1,67,46,,,N/A,Watercolor and ink / Paper,882,8/24/2019,2019,Poly International Auction Co.,
JiGao Yu,Untitled,8640,7520,12020,Artist's Seal,1,66,66,,,N/A,Watercolor and ink / Paper,885,8/24/2019,2019,Poly International Auction Co.,
Jusheng Sun,Untitled,-not sold-,2254,3757,Artist's Seal,1,108,30,,,N/A,Watercolor and ink / Paper,886,8/24/2019,2019,Poly International Auction Co.,
Yujia Liu,Untitled,3456,3006,4509,Artist's Seal,1,93,1018,,,N/A,Watercolor and ink / Paper,887,8/24/2019,2019,Poly International Auction Co.,
Qizhong Wu,Untitled,-not sold-,2254,3757,Artist's Seal,1,70,138,,,N/A,Watercolor and ink / Paper,888,8/24/2019,2019,Poly International Auction Co.,
Xuezhong Wang,Untitled,-not sold-,3006,4509,Artist's Seal,1,69,1200,,,N/A,Watercolor and ink / Paper,889,8/24/2019,2019,Poly International Auction Co.,
Bu Zhang,Untitled,-not sold-,1202,1803,Artist's Seal,1,45,69,,,N/A,Watercolor and ink / Paper,890,8/24/2019,2019,Poly International Auction Co.,
Zhanyan Liang,Untitled,-not sold-,4509,7520,Artist's Seal,1,137,69,,,N/A,Watercolor and ink / Paper,892,8/24/2019,2019,Poly International Auction Co.,
Yefu Bai,Untitled,-not sold-,1202,1803,Artist's Seal,1,47,158,,,N/A,Watercolor and ink / Paper,894,8/24/2019,2019,Poly International Auction Co.,
